Company_Name,Category,Address,Url,latitude,longtitude,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
St.Joseph's Hospital,Hospital,"NH 1A, Baramulla, Jammu and Kashmir 193101",https://www.google.co.kr/maps/place/St.Joseph's+Hospital/data=!4m5!3m4!1s0x38e1077dc33bb091:0xdf275790f37aeca9!8m2!3d34.2036373!4d74.3521575?authuser=0&hl=en&rclk=1,34.2036373,74.3521575,,,,,,,
Sudan Heart Care Centre,Heart hospital,"Satwari-R S Pura Road, Rohi, Morh, Jammu, Jammu and Kashmir 181101",https://www.google.co.kr/maps/place/Sudan+Heart+Care+Centre/data=!4m5!3m4!1s0x391e9b1b5e63bc13:0x4b5d15f4be2caf65!8m2!3d32.655675!4d74.833736?authuser=0&hl=en&rclk=1,32.655675,74.833736,,,,,,,
Khajuria Medicate,Hospital,"Hno 11, Preet Nagar, Jammu, Jammu and Kashmir 180010",https://www.google.co.kr/maps/place/Khajuria+Medicate/data=!4m5!3m4!1s0x391e9b51ec8a23b1:0xcb27f0a997cea27c!8m2!3d32.6848737!4d74.863695?authuser=0&hl=en&rclk=1,32.6848737,74.863695,,,,,,,
Ranjit Hospital,Hospital,"National Highway Road, Opp. Hotel Giani Inn, Bari Brahmana, Jammu, Jammu and Kashmir",https://www.google.co.kr/maps/place/Ranjit+Hospital/data=!4m5!3m4!1s0x391e9c5c0ee978af:0xf9822a09608cf90a!8m2!3d32.645578!4d74.9028707?authuser=0&hl=en&rclk=1,32.645578,74.9028707,,,,,,,
Kashmir University Hospital,Hospital,"Hazaratbal, Srinagar, Jammu and Kashmir 190006",https://www.google.co.kr/maps/place/Kashmir+University+Hospital/data=!4m5!3m4!1s0x38e185966c8cf853:0xecaefe0bddd63b48!8m2!3d34.1290329!4d74.8352958?authuser=0&hl=en&rclk=1,34.1290329,74.8352958,,,,,,,
NORTH KASHMIR NURSING HOME & HOSPITAL,Hospital,"BYPASS ROAD, Handwara, Jammu and Kashmir 193221",https://www.google.co.kr/maps/place/NORTH+KASHMIR+NURSING+HOME+%26+HOSPITAL/data=!4m5!3m4!1s0x38e11d54d573f7df:0x454cab4aa6937593!8m2!3d34.4072795!4d74.2917472?authuser=0&hl=en&rclk=1,34.4072795,74.2917472,,,,,,,
Care hospital,Hospital,"3QGJ+M8X, Iqbalabad, Srinagar, Jammu and Kashmir 190009",https://www.google.co.kr/maps/place/Care+hospital/data=!4m5!3m4!1s0x38e18f10285b01cd:0x46f96124972c0bd9!8m2!3d34.076726!4d74.7808523?authuser=0&hl=en&rclk=1,34.076726,74.7808523,,,,,,,
Kashmir Healthcare Centre,Hospital,"P552+XP8, MominAbad, Ashajipora, Anantnag, Jammu and Kashmir 192210",https://www.google.co.kr/maps/place/Kashmir+Healthcare+Centre/data=!4m5!3m4!1s0x38e20f62f9555555:0x1d38e15986b3801c!8m2!3d33.7099205!4d75.1518226?authuser=0&hl=en&rclk=1,33.7099205,75.1518226,,,,,,,
KALINDI HOSPITAL AND DIAGNOSTIC CENTRE,Hospital,"2/155 subash nagar,vikas nagar, Jammu, Jammu and Kashmir 180005",https://www.google.co.kr/maps/place/KALINDI+HOSPITAL+AND+DIAGNOSTIC+CENTRE/data=!4m5!3m4!1s0x391e8443db51104b:0x331cdf1ee3b51a80!8m2!3d32.7492736!4d74.8467234?authuser=0&hl=en&rclk=1,32.7492736,74.8467234,,,,,,,
District Hospital Udhampur,Hospital,"Sailain Talab Rd, Adarsh Colony, Udhampur, Jammu and Kashmir 182101",https://www.google.co.kr/maps/place/District+Hospital+Udhampur/data=!4m5!3m4!1s0x391dd2bfa0808575:0x62b552ec742a57d3!8m2!3d32.9174346!4d75.1314361?authuser=0&hl=en&rclk=1,32.9174346,75.1314361,,,,,,,
Emergency Hospital Vijaypur,Hospital,"H289+WWQ, Vijaypur, Jammu and Kashmir 184120",https://www.google.co.kr/maps/place/Emergency+Hospital+Vijaypur/data=!4m5!3m4!1s0x391c21adff0cba59:0x7035ded86a9d9a07!8m2!3d32.567341!4d75.0198673?authuser=0&hl=en&rclk=1,32.567341,75.0198673,,,,,,,
Indira Gandhi Govt. Dental College and Hospital Amphala,Hospital,"Indra Gandhi dental college Amphala Jammu Jammu and, Kashmir, Jammu, Jammu and Kashmir 180012",https://www.google.co.kr/maps/place/Indira+Gandhi+Govt.+Dental+College+and+Hospital+Amphala/data=!4m5!3m4!1s0x391e84650ff157e1:0x466beef843f589f6!8m2!3d32.7460223!4d74.861262?authuser=0&hl=en&rclk=1,32.7460223,74.861262,,,,,,,
JP Amandeep Hospital,Hospital,"MVHX+FQM, Channi Himat, Jammu, Jammu and Kashmir 180015",https://www.google.co.kr/maps/place/JP+Amandeep+Hospital/data=!4m5!3m4!1s0x391e9d4742f06945:0x1daaff35fcf89499!8m2!3d32.6787061!4d74.8994161?authuser=0&hl=en&rclk=1,32.6787061,74.8994161,,,,,,,
Nagar Hospital,Hospital,"Lambi Gali, Udhampur, Jammu and Kashmir 182101",https://www.google.co.kr/maps/place/Nagar+Hospital/data=!4m5!3m4!1s0x391dd2955cd36153:0x9ce6452229c1bf2a!8m2!3d32.9232974!4d75.1324403?authuser=0&hl=en&rclk=1,32.9232974,75.1324403,,,,,,,
166 Military Hospital,Military hospital,"MRWR+2GW, Raipur Satwari, Jammu, Jammu and Kashmir 180003",https://www.google.co.kr/maps/place/166+Military+Hospital/data=!4m5!3m4!1s0x391e84ce65c44d41:0xd7d75491d6313b79!8m2!3d32.6951007!4d74.8413348?authuser=0&hl=en&rclk=1,32.6951007,74.8413348,,,,,,,
Government District Hospital Kishtwar,Hospital,"8Q89+2QV, Kishtwar, Jammu and Kashmir 182204",https://www.google.co.kr/maps/place/Government+District+Hospital+Kishtwar/data=!4m5!3m4!1s0x391d0b2451cd86d7:0xa469ca70e0cbde40!8m2!3d33.3151243!4d75.7694114?authuser=0&hl=en&rclk=1,33.3151243,75.7694114,,,,,,,
Yudhvir Nursing Home,Hospital,"Manda, B.C Rd, Jammu, Jammu and Kashmir 180005",https://www.google.co.kr/maps/place/Yudhvir+Nursing+Home/data=!4m5!3m4!1s0x391e85bd560bc5af:0xa1b6566ac4c0c95a!8m2!3d32.7482535!4d74.8673278?authuser=0&hl=en&rclk=1,32.7482535,74.8673278,,,,,,,
District Hospital Ramban,Hospital,"NH 1A, Upper Bazar, Ramban, Jammu and Kashmir 182144",https://www.google.co.kr/maps/place/District+Hospital+Ramban/data=!4m5!3m4!1s0x391dc222e4d407a9:0xfd7c041927faf3d7!8m2!3d33.2420569!4d75.2392611?authuser=0&hl=en&rclk=1,33.2420569,75.2392611,,,,,,,
Jawahar Lal Nehru Memorial Hospital,Government hospital,"Rainawari, Srinagar, Jammu and Kashmir 190003",https://www.google.co.kr/maps/place/Jawahar+Lal+Nehru+Memorial+Hospital/data=!4m5!3m4!1s0x38e1857a20737157:0x1bfa4f1b686c5bd0!8m2!3d34.0977591!4d74.821652?authuser=0&hl=en&rclk=1,34.0977591,74.821652,,,,,,,
Super Speciality Hospital,Government hospital,"Jammu and Kashmir, Shireen Bagh, Srinagar",https://www.google.co.kr/maps/place/Super+Speciality+Hospital/data=!4m5!3m4!1s0x38e1855ed466b7ad:0xb83bac72f4b39b5c!8m2!3d34.0884582!4d74.7982783?authuser=0&hl=en&rclk=1,34.0884582,74.7982783,,,,,,,
Shreya Bhat Mission Hospital,Hospital,"QRFG+W9C, Barnai, Durga Nagar, Jammu, Jammu and Kashmir 181205",https://www.google.co.kr/maps/place/Shreya+Bhat+Mission+Hospital/data=!4m5!3m4!1s0x391e85d55fdb7f43:0x9e73de4b314cd21e!8m2!3d32.7748176!4d74.8258907?authuser=0&hl=en&rclk=1,32.7748176,74.8258907,,,,,,,
Government Bone & Joint Hospital,Government hospital,"Barzulla, Ram Bagh, Srinagar, Jammu and Kashmir 190005",https://www.google.co.kr/maps/place/Government+Bone+%26+Joint+Hospital/data=!4m5!3m4!1s0x38e18fcf50000003:0xfe56a37c9e5855f5!8m2!3d34.0474947!4d74.8058633?authuser=0&hl=en&rclk=1,34.0474947,74.8058633,,,,,,,
Hospital,Hospital,"neeli bhalessa, Jammu and Kashmir 182203",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x391ce2a00811b2e7:0x269a2698db1e366a!8m2!3d32.9935721!4d75.9223184?authuser=0&hl=en&rclk=1,32.9935721,75.9223184,,,,,,,
District Hospital Pulwama,Hospital,"College, Stadium Rd, Pulwama, Jammu and Kashmir 192301",https://www.google.co.kr/maps/place/District+Hospital+Pulwama/data=!4m5!3m4!1s0x38e1f45e5c9f58bd:0xbea0f0318366986!8m2!3d33.8784148!4d74.899898?authuser=0&hl=en&rclk=1,33.8784148,74.899898,,,,,,,
Military Command Hospital Udhampur,Hospital,"Raghunathpura, Udhampur, Jammu and Kashmir 182101",https://www.google.co.kr/maps/place/Military+Command+Hospital+Udhampur/data=!4m5!3m4!1s0x391dd2eca8fc6b4d:0x338fa0a4b0f5e0cc!8m2!3d32.9307865!4d75.1353478?authuser=0&hl=en&rclk=1,32.9307865,75.1353478,,,,,,,
Lal Ded Hospital old block,Hospital,"LD Hospital Rd, Wazir Bagh, Srinagar, Jammu and Kashmir 190008",https://www.google.co.kr/maps/place/Lal+Ded+Hospital+old+block/data=!4m5!3m4!1s0x38e18f95b9af5353:0x9f7a244e6664ce95!8m2!3d34.0668388!4d74.8080922?authuser=0&hl=en&rclk=1,34.0668388,74.8080922,,,,,,,
Sub District Hospital,Hospital,"Srinagar - Ladakh Highway, Kangan, Jammu and Kashmir 191202",https://www.google.co.kr/maps/place/Sub+District+Hospital/data=!4m5!3m4!1s0x38e181dca6b14b1f:0xa5c1697b4ecd9698!8m2!3d34.2627962!4d74.9026475?authuser=0&hl=en&rclk=1,34.2627962,74.9026475,,,,,,,
Khyber Medical Institute,Hospital,"Khayam Chowk, Munawar Abad - Nowpora link Rd, Khanyaar, Srinagar, Jammu and Kashmir 190001",https://www.google.co.kr/maps/place/Khyber+Medical+Institute/data=!4m5!3m4!1s0x38e18f814a1dd88f:0x88164778807ffc19!8m2!3d34.0842105!4d74.8219642?authuser=0&hl=en&rclk=1,34.0842105,74.8219642,,,,,,,
Governnent Chest Disease Hospital,Government hospital,"Jammu and Kashmir, Buchwara - Dalgate Rd, Srinagar, 190001",https://www.google.co.kr/maps/place/Governnent+Chest+Disease+Hospital/data=!4m5!3m4!1s0x38e18f76d58bf033:0x2c77dd5022c3dc3b!8m2!3d34.0778065!4d74.8304119?authuser=0&hl=en&rclk=1,34.0778065,74.8304119,,,,,,,
Swami Vivekananda Hospital,Government hospital,"Ved Mandir Road, Amphalla, Jammu, Jammu and Kashmir 180005",https://www.google.co.kr/maps/place/Swami+Vivekananda+Hospital/data=!4m5!3m4!1s0x391e847a6032e997:0x821b1e18423a745b!8m2!3d32.7455582!4d74.8653541?authuser=0&hl=en&rclk=1,32.7455582,74.8653541,,,,,,,
Shifa Medical Centre,Private hospital,"Magarmal Bagh Rd, Shergarhi, Batmaloo, Srinagar, Jammu and Kashmir 190008",https://www.google.co.kr/maps/place/Shifa+Medical+Centre/data=!4m5!3m4!1s0x38e18fec7d7813dd:0x3337082680432c86!8m2!3d34.069983!4d74.8009599?authuser=0&hl=en&rclk=1,34.069983,74.8009599,,,,,,,
Shri Mata Vaishno Devi Narayana Multispeciality clinic,Specialized clinic,"15-C, Sansar Tower 2nd Extension, Gandhi Nagar, Jammu, Jammu and Kashmir 180001",https://www.google.co.kr/maps/place/Shri+Mata+Vaishno+Devi+Narayana+Multispeciality+clinic/data=!4m5!3m4!1s0x391e852789746c75:0xc0d3f62cd78ca3d!8m2!3d32.7052649!4d74.8703671?authuser=0&hl=en&rclk=1,32.7052649,74.8703671,,,,,,,
Hospital,Hospital,"jammu and kashmir, Litter, 192305",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x38e21dac30149fcb:0xcc31bbf4f6967b00!8m2!3d33.8143652!4d75.0093551?authuser=0&hl=en&rclk=1,33.8143652,75.0093551,,,,,,,
Army Hospital,Hospital,"H43M+Q6V, Kohima Lines, Nihari, Jammu and Kashmir 184121",https://www.google.co.kr/maps/place/Army+Hospital/data=!4m5!3m4!1s0x391c22a24728861f:0xb010bfac35a25071!8m2!3d32.5544753!4d75.1330546?authuser=0&hl=en&rclk=1,32.5544753,75.1330546,,,,,,,
Choudhary Hospital,Hospital,"Jammu Akhnoor Hwy, Akhnoor, Jammu and Kashmir 181201",https://www.google.co.kr/maps/place/Choudhary+Hospital/data=!4m5!3m4!1s0x391e6304d221e29d:0xcded27cd889059b2!8m2!3d32.9046805!4d74.7452179?authuser=0&hl=en&rclk=1,32.9046805,74.7452179,,,,,,,
G.B. Pant Cantonment Hospital,Children's hospital,"National Highway, Sonawar, Srinagar, Jammu and Kashmir 190001",https://www.google.co.kr/maps/place/G.B.+Pant+Cantonment+Hospital/data=!4m5!3m4!1s0x38e18f134ef813ab:0xe70c0faabc0e7eb!8m2!3d34.068996!4d74.843946?authuser=0&hl=en&rclk=1,34.068996,74.843946,,,,,,,
Sub District Hospital Akhnoor,Hospital,"VPXQ+38M, Akhnoor, Jammu and Kashmir 181201",https://www.google.co.kr/maps/place/Sub+District+Hospital+Akhnoor/data=!4m5!3m4!1s0x391e630194e0e1dd:0xdfe54f5b7b14ae08!8m2!3d32.8977229!4d74.7382951?authuser=0&hl=en&rclk=1,32.8977229,74.7382951,,,,,,,
Sub District Hospital,Hospital,"PR67+9RH, Bani, Jammu and Kashmir 184206",https://www.google.co.kr/maps/place/Sub+District+Hospital/data=!4m5!3m4!1s0x391cf3fc714f5a73:0x4268f6b6bb5d3e97!8m2!3d32.7109361!4d75.8146012?authuser=0&hl=en&rclk=1,32.7109361,75.8146012,,,,,,,
Dr Neeraj Nagpal,Medical Center,"Nagrota Bypass, Channi Himat, Jammu, Jammu and Kashmir 180015",https://www.google.co.kr/maps/place/Dr+Neeraj+Nagpal/data=!4m5!3m4!1s0x391e9cc74b1ab57d:0x22a542eb08ba07cc!8m2!3d32.6791965!4d74.8987139?authuser=0&hl=en&rclk=1,32.6791965,74.8987139,,,,,,,
Modern Hospital,Private hospital,"Zero Bridge, Rajbagh, Srinagar, Jammu and Kashmir 190008",https://www.google.co.kr/maps/place/Modern+Hospital/data=!4m5!3m4!1s0x38e18f74cc5fc3f5:0xe1f1636bd5efbe7a!8m2!3d34.0681309!4d74.8315501?authuser=0&hl=en&rclk=1,34.0681309,74.8315501,,,,,,,
Hospital,Hospital,"Ladhoo Nagbal, Pampore, Jammu and Kashmir 191103",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x38e221eb037369f5:0x6b50135b2e02c164!8m2!3d33.9929674!4d74.9928665?authuser=0&hl=en&rclk=1,33.9929674,74.9928665,,,,,,,
Apollo,Diagnostic center,"PV45+HQM, Gandhi Nagar, Jammu, Jammu and Kashmir 180004",https://www.google.co.kr/maps/place/Apollo/data=!4m5!3m4!1s0x391e84bba4e2e4e9:0x34649049a1594adb!8m2!3d32.7064639!4d74.85941?authuser=0&hl=en&rclk=1,32.7064639,74.85941,,,,,,,
Health Center,Hospital,"4RFQ+8V7, Hazaratbal, Srinagar, Jammu and Kashmir 190006",https://www.google.co.kr/maps/place/Health+Center/data=!4m5!3m4!1s0x38e185baa81934bf:0x45e389aa9f219ad3!8m2!3d34.1232768!4d74.8396836?authuser=0&hl=en&rclk=1,34.1232768,74.8396836,,,,,,,
Star Hospitals,Hospital,"NH1, Rawalpora Colony, Rawalpora, Srinagar, Jammu and Kashmir 190005",https://www.google.co.kr/maps/place/Star+Hospitals/data=!4m5!3m4!1s0x38e18e39a602b9d9:0x948c952d730a4da1!8m2!3d34.0289089!4d74.8002595?authuser=0&hl=en&rclk=1,34.0289089,74.8002595,,,,,,,
"District Hospital,Kathua",Hospital,"NH 1A Kathua Jammu and Kashmir, 184104","https://www.google.co.kr/maps/place/District+Hospital,Kathua/data=!4m5!3m4!1s0x391c7075c6b9fac5:0xe239f6807b5dedca!8m2!3d32.3908155!4d75.5252016?authuser=0&hl=en&rclk=1",32.3908155,75.5252016,,,,,,,
Kupwara District Hospital,Hospital,"G7G4+RX7, Kupwara, Jammu and Kashmir 193222",https://www.google.co.kr/maps/place/Kupwara+District+Hospital/data=!4m5!3m4!1s0x38e11f84f28193f7:0x22bff26d9a9e244a!8m2!3d34.5270467!4d74.2574236?authuser=0&hl=en&rclk=1,34.5270467,74.2574236,,,,,,,
GAMC Jammu | Govt. Ayurvedic Medical College Jammu,Hospital,"GAMC, Near Indira Chowk Near MLA Hostel, Jammu, Jammu and Kashmir 180001",https://www.google.co.kr/maps/place/GAMC+Jammu+%7C+Govt.+Ayurvedic+Medical+College+Jammu/data=!4m5!3m4!1s0x391e850159bb498b:0xb0c098ca4a33146c!8m2!3d32.7333215!4d74.860544?authuser=0&hl=en&rclk=1,32.7333215,74.860544,,,,,,,
Maternity Hospital Sherbagh,Hospital,"P5J3+7CJ, Sheer Pora, Sher Bag, Jammu and Kashmir 192101",https://www.google.co.kr/maps/place/Maternity+Hospital+Sherbagh/data=!4m5!3m4!1s0x38e2058744093837:0x6a4e20fd9541bd33!8m2!3d33.7307076!4d75.1535057?authuser=0&hl=en&rclk=1,33.7307076,75.1535057,,,,,,,
Jammu Institute Of Ayurveda and Research,Hospital,"KOT BHALWAL ROAD, Nardani Bajwan, Jammu, Jammu and Kashmir 181123",https://www.google.co.kr/maps/place/Jammu+Institute+Of+Ayurveda+and+Research/data=!4m5!3m4!1s0x391e86f9443e83a5:0x2f2d68f576d66cfd!8m2!3d32.8133081!4d74.8318473?authuser=0&hl=en&rclk=1,32.8133081,74.8318473,,,,,,,
Domana Hospital,Hospital,"QQ9X+R2J, Tomall, Jammu, Jammu and Kashmir 181206",https://www.google.co.kr/maps/place/Domana+Hospital/data=!4m5!3m4!1s0x391e8547cc32cefd:0x9932545156b4e7!8m2!3d32.769577!4d74.797531?authuser=0&hl=en&rclk=1,32.769577,74.797531,,,,,,,
AIIMS Hospital,Hospital,"NH 44, Vijaypur, 184120",https://www.google.co.kr/maps/place/AIIMS+Hospital/data=!4m5!3m4!1s0x391c21db324ee1a5:0x2c7a8c28d485e395!8m2!3d32.563666!4d75.0297929?authuser=0&hl=en&rclk=1,32.563666,75.0297929,,,,,,,
Hospital,Hospital,"Gonipora, Kupwara, Jammu and Kashmir 193222",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x38e1214c3da182dd:0xc040dd726a18c394!8m2!3d34.5815779!4d74.2380282?authuser=0&hl=en&rclk=1,34.5815779,74.2380282,,,,,,,
Rahat Hospital,Hospital,"opposite Chirag Public School, Malik Market, Bathindi, Jammu, Jammu and Kashmir 181152",https://www.google.co.kr/maps/place/Rahat+Hospital/data=!4m5!3m4!1s0x391e835235791b69:0xcdb3414d1a79972c!8m2!3d32.708211!4d74.8987237?authuser=0&hl=en&rclk=1,32.708211,74.8987237,,,,,,,
Medicare Nursing Home,Nursing home,"39 B/C Gandhi Nagar, Jammu, Jammu and Kashmir 180004",https://www.google.co.kr/maps/place/Medicare+Nursing+Home/data=!4m5!3m4!1s0x391e84bb4a288299:0x121d3353dc19e297!8m2!3d32.706488!4d74.86216?authuser=0&hl=en&rclk=1,32.706488,74.86216,,,,,,,
District Hospital Ganderbal,Hospital,"Ganderbal, Jammu and Kashmir 191201",https://www.google.co.kr/maps/place/District+Hospital+Ganderbal/data=!4m5!3m4!1s0x38e19cd450319dad:0x998e4d49e7abb246!8m2!3d34.2099212!4d74.7769189?authuser=0&hl=en&rclk=1,34.2099212,74.7769189,,,,,,,
Guru Nanak Mission Hospital,Hospital,"MVX7+G7V, Sector 2, Guru Nanak Nagar, Jammu, Jammu and Kashmir 180004",https://www.google.co.kr/maps/place/Guru+Nanak+Mission+Hospital/data=!4m5!3m4!1s0x391e855e15ab1cdf:0x3625d5462a361f18!8m2!3d32.698857!4d74.8631606?authuser=0&hl=en&rclk=1,32.698857,74.8631606,,,,,,,
Distt Hospital,Government hospital,"Upper Bazar, Upper Bazaar, Ramban, Jammu and Kashmir 182144",https://www.google.co.kr/maps/place/Distt+Hospital/data=!4m5!3m4!1s0x391dc2226167898b:0xeb8a5b09399e2153!8m2!3d33.2425461!4d75.2394283?authuser=0&hl=en&rclk=1,33.2425461,75.2394283,,,,,,,
District Hospital Reasi,Hospital,"3RWW+R7C, Reasi, Jammu and Kashmir 182312",https://www.google.co.kr/maps/place/District+Hospital+Reasi/data=!4m5!3m4!1s0x391e71175a629fc9:0x7a8dd4c4aeefa181!8m2!3d33.0970604!4d74.8456478?authuser=0&hl=en&rclk=1,33.0970604,74.8456478,,,,,,,
Kristu Jyoti Hospital,Hospital,"National Highway 1A, Nihari, Jammu and Kashmir 184121",https://www.google.co.kr/maps/place/Kristu+Jyoti+Hospital/data=!4m5!3m4!1s0x391c18041f630e9b:0x7acfc6ed6d1fc178!8m2!3d32.5433583!4d75.1472569?authuser=0&hl=en&rclk=1,32.5433583,75.1472569,,,,,,,
Govt Chest Diseases Hospital,Hospital,"near Jammu Medical Collage, Krishna Nagar, Jammu, Jammu and Kashmir 180001",https://www.google.co.kr/maps/place/Govt+Chest+Diseases+Hospital/data=!4m5!3m4!1s0x391e850517965389:0xd0796b3deab9876d!8m2!3d32.7342658!4d74.8554905?authuser=0&hl=en&rclk=1,32.7342658,74.8554905,,,,,,,
Government Accidental Hospital Banihal,Hospital,"ILHAN MEDICATE, near SUB DISTRICT HOSPITAL, Banihal, Jammu and Kashmir 182146",https://www.google.co.kr/maps/place/Government+Accidental+Hospital+Banihal/data=!4m5!3m4!1s0x391df02ba639f19b:0xc912558e5f66b2aa!8m2!3d33.4396387!4d75.1980793?authuser=0&hl=en&rclk=1,33.4396387,75.1980793,,,,,,,
"Institute of mental health and neurosciences, Kashmir",Hospital,"4R5C+7FM, Botaraj Colony, Srinagar, Jammu and Kashmir 190003","https://www.google.co.kr/maps/place/Institute+of+mental+health+and+neurosciences,+Kashmir/data=!4m5!3m4!1s0x38e1857cb306c15b:0xb01a8ae09bd10484!8m2!3d34.1082241!4d74.8211636?authuser=0&hl=en&rclk=1",34.1082241,74.8211636,,,,,,,
Thyphoid Hospital,Hospital,"P5F2+Q3M, Janglat Mandi, Anantnag, Jammu and Kashmir 192101",https://www.google.co.kr/maps/place/Thyphoid+Hospital/data=!4m5!3m4!1s0x38e20588eaaaaaab:0xe2d4aed8dcd97274!8m2!3d33.724474!4d75.1501601?authuser=0&hl=en&rclk=1,33.724474,75.1501601,,,,,,,
Psychiatric Hospital,Hospital,"Badamwari Park Road, Botaraj Colony, Srinagar, Jammu and Kashmir 190003",https://www.google.co.kr/maps/place/Psychiatric+Hospital/data=!4m5!3m4!1s0x38e185749d1bc8a9:0xc1bd01093cb9f364!8m2!3d34.1082291!4d74.8216206?authuser=0&hl=en&rclk=1,34.1082291,74.8216206,,,,,,,
Hospital,Hospital,"R688+PWC, Srigufwara, Jammu and Kashmir 192401",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x38e211bbc2676a81:0x241b0cf9603d9d47!8m2!3d33.8168055!4d75.2172531?authuser=0&hl=en&rclk=1,33.8168055,75.2172531,,,,,,,
S l diagnostic centre,Hospital,"opposite gurdawara, Bakshi Nagar, Jammu, Jammu and Kashmir 180001",https://www.google.co.kr/maps/place/S+l+diagnostic+centre/data=!4m5!3m4!1s0x391e846063c09fa7:0x48282c5e8e6c09fe!8m2!3d32.7366667!4d74.8509408?authuser=0&hl=en&rclk=1,32.7366667,74.8509408,,,,,,,
Hospital,Hospital,"Suzna, Palmar, Jammu and Kashmir",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x391d7551b8a34fb5:0xc34d60979322a2bb!8m2!3d33.3915773!4d75.7252511?authuser=0&hl=en&rclk=1,33.3915773,75.7252511,,,,,,,
Kidney Hospital,Hospital,"Sonawar Bagh, opp. Amar Sing Club, Srinagar, Jammu and Kashmir 190001",https://www.google.co.kr/maps/place/Kidney+Hospital/data=!4m5!3m4!1s0x38e18f7270697c97:0xe465678a362e26a3!8m2!3d34.0722398!4d74.8384005?authuser=0&hl=en&rclk=1,34.0722398,74.8384005,,,,,,,
Government Hospital,Hospital,"7X7X+36G, Gool, Jammu and Kashmir 182144",https://www.google.co.kr/maps/place/Government+Hospital/data=!4m5!3m4!1s0x391de043ec44a68f:0x627dfcbf193b55e7!8m2!3d33.2626974!4d74.9980831?authuser=0&hl=en&rclk=1,33.2626974,74.9980831,,,,,,,
Goel Eye Hospital and Research Centre,Hospital,"Old University lane, Canal Rd, Nawabad, Jammu, Jammu and Kashmir 180016",https://www.google.co.kr/maps/place/Goel+Eye+Hospital+and+Research+Centre/data=!4m5!3m4!1s0x391e85035664250b:0x1d3d43bd9dad99a!8m2!3d32.7223716!4d74.8481265?authuser=0&hl=en&rclk=1,32.7223716,74.8481265,,,,,,,
Meeran Memorial Hospital Ganderbal,Hospital,"6Q8F+V54, Ganderbal, Jammu and Kashmir 191201",https://www.google.co.kr/maps/place/Meeran+Memorial+Hospital+Ganderbal/data=!4m5!3m4!1s0x38e19d29393a12d3:0x4a7e05f8e170ebf1!8m2!3d34.2171254!4d74.7729599?authuser=0&hl=en&rclk=1,34.2171254,74.7729599,,,,,,,
Hospital Cherwan,Hospital,"Srinagar - Ladakh Rd, Cherwan, Jammu and Kashmir 191202",https://www.google.co.kr/maps/place/Hospital+Cherwan/data=!4m5!3m4!1s0x38e180679561d5f9:0xab3eaf6908220f4!8m2!3d34.2438142!4d74.9457197?authuser=0&hl=en&rclk=1,34.2438142,74.9457197,,,,,,,
Indo American Health,Medical group,"24 A Extension Gandhi Nagar, Jammu, Jammu and Kashmir 180004",https://www.google.co.kr/maps/place/Indo+American+Health/data=!4m5!3m4!1s0x391e84b1e6318d69:0xbdf71065af368b6a!8m2!3d32.697816!4d74.86173?authuser=0&hl=en&rclk=1,32.697816,74.86173,,,,,,,
Rotary Eye & ENT Hospital,Hospital,"Rotary Eye & ENT Hospital, Housing Colony, Udhampur, Jammu and Kashmir 182101",https://www.google.co.kr/maps/place/Rotary+Eye+%26+ENT+Hospital/data=!4m5!3m4!1s0x391dd29012297d61:0xa129478e96643520!8m2!3d32.9337718!4d75.1419941?authuser=0&hl=en&rclk=1,32.9337718,75.1419941,,,,,,,
Dental college,Hospital,"Indra Gandhi dental college Amphala Jammu Jammu and, Kashmir, Jammu, Jammu and Kashmir 180012",https://www.google.co.kr/maps/place/Dental+college/data=!4m5!3m4!1s0x391e8597cca61faf:0x2d53bff0097876e9!8m2!3d32.745682!4d74.861535?authuser=0&hl=en&rclk=1,32.745682,74.861535,,,,,,,
OPD,Hospital,"4RP2+47M, Soura, Srinagar, Jammu and Kashmir 190011",https://www.google.co.kr/maps/place/OPD/data=!4m5!3m4!1s0x38e184dc2c33623d:0x73c410c30b72e7a1!8m2!3d34.1353302!4d74.8006756?authuser=0&hl=en&rclk=1,34.1353302,74.8006756,,,,,,,
Sub District Hospital Parole,Hospital,"9C2P+HHC, Nagri-Parole, 184151",https://www.google.co.kr/maps/place/Sub+District+Hospital+Parole/data=!4m5!3m4!1s0x391c717d31203593:0x840ccce90036083d!8m2!3d32.3514469!4d75.4363791?authuser=0&hl=en&rclk=1,32.3514469,75.4363791,,,,,,,
medicare hospital,Hospital,"Kaksarai, bagh-e-sunder bala, Maidanpora, Karan Nagar, Srinagar, Jammu and Kashmir 190010",https://www.google.co.kr/maps/place/medicare+hospital/data=!4m5!3m4!1s0x38e185124c9c1a89:0xf8b9d4906fe211ea!8m2!3d34.0856143!4d74.7942439?authuser=0&hl=en&rclk=1,34.0856143,74.7942439,,,,,,,
