Record Id,Company Owner ID,Sales Person,Rating,Company Name,Company Type,Territories,Shipping Street,Shipping City,Shipping Code,Billing Street,Billing City,Billing Code,Description,Custmer ID,Product,Tag,Created by ID,Modified by ID,Created Time,Modified Time,Last Activity Time,Shipping_State,Billing_State,Industry Fin
zcrm_1920545000008693011,zcrm_1920545000000511027,Shubham Tonk,Active,Mr. Harsh Veer Singh,,West 1,,,,,Korba,,,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000016756022,2018-07-03 20:50:01,2020-04-09 22:31:28,2021-07-23 17:52:40,,Chhattisgarh,Fitness
zcrm_1920545000008709011,zcrm_1920545000000097003,,Active,Ms. Arati Mandre,,West 1,1201 DSK Durgamata Tower,MUMBAI,400005,1201 DSK Durgamata Tower,MUMBAI,400005,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-04 15:00:00,2018-09-26 03:14:59,2018-09-26 03:14:59,Maharashtra,Maharashtra,Others_Individual
zcrm_1920545000008724001,zcrm_1920545000000097003,,Active,Ozone club rohtak,,North,"First Floor ,Ashoka Plaza,",Rohtak,124001,"First Floor ,Ashoka Plaza,",Rohtak,124001,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-04 17:37:30,2018-09-13 00:29:09,2018-09-13 00:29:09,Haryana,Haryana,Hotel
zcrm_1920545000008756044,zcrm_1920545000001670001,Anees Mukhtar,Active,.,,West 1,,,,,,,,,InBody570,,zcrm_1920545000001670001,zcrm_1920545000016756022,2018-07-05 15:46:30,2020-04-09 21:18:57,2021-05-21 14:39:37,,,Others_etc
zcrm_1920545000008756074,zcrm_1920545000001670001,,Active,TWALKAR BROTHERS PVT. LTD,,West 1,,,,"Aditya Air Products Pvt. Ltd Aditya Building , 1st & 2nd floorPlot No. 4 situate at Hindustan Colony, Ajani Square , Wardha Road, Nagpur : 440 015.",Nagpur,440015,,,InBody270,,zcrm_1920545000001670001,zcrm_1920545000001670001,2018-07-05 15:53:29,2018-07-05 15:59:15,2018-07-05 16:01:14,,Maharashtra,Fitness
zcrm_1920545000008758018,zcrm_1920545000002263009,,Active,Raw House FItness,,North,"SCO 98-99-100,3rd Floor,",Chandigarh,160017,Sco 98-99-100 Sector 17-D,Chandigarh,,,,InBody570,,zcrm_1920545000002263009,zcrm_1920545000000097003,2018-07-05 13:51:02,2018-08-02 18:13:15,2021-05-24 20:53:50,Chandigarh,Chandigarh,Fitness
zcrm_1920545000008795025,zcrm_1920545000001670001,Anees Mukhtar,Active,VEDA FITNESS,,West 1,,,,"UNIT NO - R.B 1ST FLR, HAWARE CENTURIAN MALL, PLOT NO-88-91, NERUL, NAVI MUMBAI 400706",MUMBAI,,One Above Fitness,,InBody570,,zcrm_1920545000001670001,zcrm_1920545000000097003,2018-07-06 12:05:51,2020-10-30 04:06:17,2021-02-23 20:52:13,,Maharashtra,Fitness
zcrm_1920545000008890001,zcrm_1920545000001670001,Anees Mukhtar,Active,TRIMWHIM VENTURE PRIVATE LIMITED,,West 1,,,,"Stilt Level 04, Supreme Business Park, Supreme City, Behind Lake Castle, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",Powai,,,,InLab,,zcrm_1920545000001670001,zcrm_1920545000016756022,2018-07-09 12:12:08,2020-04-09 21:18:57,2021-07-23 17:52:40,,Maharashtra,Fitness
zcrm_1920545000008899001,zcrm_1920545000001530001,Mahesh Gulwani,Active,VO2 Futness&Institute,Customer,West 2,"317, Sakar 7, Nehru Bridge corner, Ashram Road",Ahmedabad,,"317, Sakar 7, Nehru Bridge corner, Ashram Road",Ahmedabad,,,,InBody120,,zcrm_1920545000001530001,zcrm_1920545000016756022,2018-07-09 15:58:20,2020-04-09 22:08:05,2021-05-24 21:14:54,,Gujarat,Fitness
zcrm_1920545000008900010,zcrm_1920545000008102001,,Active,PRSS wellness Pvt Ltd,,West 1,,,,Park house Annexe 75/77 woodhouse road colaba,Mumbai,400005,Details for 2 IB 270,,InBody570,,zcrm_1920545000008102001,zcrm_1920545000000097003,2018-07-09 16:26:34,2020-07-29 11:16:42,2021-05-21 14:35:36,,Maharashtra,Others_Aesthetic
zcrm_1920545000008940039,zcrm_1920545000000511027,Nasir,Active,Stark fitness Cuttack,,East,,,,,Cuttack,,,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000016756022,2018-07-10 14:33:21,2020-04-09 22:51:45,2021-05-21 14:39:37,,Odisha,Fitness
zcrm_1920545000008940092,zcrm_1920545000000511027,,Active,Hi-tech college of physiotherapy Bhubaneswar,,East,,,,,Bhubaneswar,,,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000000511027,2018-07-10 14:53:07,2018-07-10 14:53:07,2019-02-16 15:59:57,,Odisha,Academic
zcrm_1920545000008940214,zcrm_1920545000000511027,,Active,Newton Gym Panta Bihar,,East,,,,,Patna,,Pricing,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000000511027,2018-07-10 18:35:27,2018-07-10 18:35:27,2021-07-23 17:52:24,,Bihar,Fitness
zcrm_1920545000008940256,zcrm_1920545000000511027,,Active,Pine Services Private limited,Customer,East,"G-122 Opposite Dominos, P.C.Colony, Kankarbagh, Patrakar Nagar, Patna, Bihar 800020",Patna,800020,"C-401, Devkutir Apartment, Jagat Narayan Road, Kadam Kuan,",Patna,800003,,,InBody120,,zcrm_1920545000000511027,zcrm_1920545000000097003,2018-07-10 18:35:56,2019-08-22 12:43:20,2021-05-21 19:14:55,Bihar,Bihar,Fitness
zcrm_1920545000008942001,zcrm_1920545000000097003,,Active,Nikhil Shankar Mathur,,North,"Amplus Management Services Pvt. Ltd. 6th Floor,",GURGAON,122102,"Amplus Management Services Pvt. Ltd. 6th Floor,",GURGAON,122102,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-10 13:36:31,2018-09-12 20:17:43,2018-09-12 20:17:43,Haryana,Haryana,Others_etc
zcrm_1920545000008997012,zcrm_1920545000001670001,Anees Mukhtar,Active,MEENAKSHI MULTITRADE PVT LTD,,West 1,,,,"S-10, 2nd FLOOR, DOSTI SHOPPEE IMPERIA, OPP. R- MALL, GODHBUNDER ROAD, THANE WEST (W) - 400607",MUMBAI,,,,InBody270,,zcrm_1920545000001670001,zcrm_1920545000016756022,2018-07-11 12:11:09,2020-04-09 21:18:57,2021-05-24 21:07:46,,Maharashtra,Private Enterprise
zcrm_1920545000009015001,zcrm_1920545000000097003,,Active,VLCC Healthcare Care Ltd - Delhi Malviya Nagar,,North,"C-51, First Floor, Main Market,",New Delhi,110017,"C-51, First Floor, Main Market,",New Delhi,110017,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-11 15:43:20,2018-07-11 16:58:58,2018-07-11 16:59:02,Delhi,Delhi,Others_Aesthetic
zcrm_1920545000009028007,zcrm_1920545000001695001,,Active,Aastha Health Care,,West 1,,,,Mulund,Mumbai,,,,InBody570,,zcrm_1920545000001695001,zcrm_1920545000000097003,2018-07-11 20:03:27,2019-10-31 11:47:46,2020-01-29 12:17:22,,Maharashtra,Hospital
zcrm_1920545000009030004,zcrm_1920545000000511027,,Active,Neo Fitness,,East,,,,,Patna,,I need to know the quote for 570 model and if there is any outlet in calcutta.,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000000097003,2018-07-11 23:27:22,2020-02-05 18:07:06,2020-02-05 18:07:06,,Bihar,Fitness
zcrm_1920545000009054001,zcrm_1920545000002263009,,Active,Five Town Club,,West 2,,,,,Udaipur,,,,InBody570,,zcrm_1920545000002263009,zcrm_1920545000002263009,2018-07-12 16:10:29,2018-07-13 18:55:10,2021-05-21 14:35:36,,Rajasthan,Fitness
zcrm_1920545000009097016,zcrm_1920545000000097003,,Active,VLCC_Warangal,,South,"Bearing No. 1-8-592, Nitya Plaza, Above Mega Mart,",Warangal,506001,"Bearing No. 1-8-592, Nitya Plaza, Above Mega Mart,",Warangal,506001,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-13 19:03:25,2018-07-13 21:10:28,2018-07-13 21:10:30,Telangana,Telangana,Others_Aesthetic
zcrm_1920545000009100017,zcrm_1920545000001670001,Anees Mukhtar,Active,Gharda Chemical Limited,,West 1,"D1/2, MIDC, Lote Parshuram,,",Ratnagiri,415722,"D1/2, MIDC, Lote Parshuram,,",Ratnagiri,415722,,,InBody570,,zcrm_1920545000003684080,zcrm_1920545000016756022,2018-07-13 13:46:38,2020-04-09 21:18:57,2021-05-24 14:33:13,Maharashtra,Maharashtra,Private Enterprise
zcrm_1920545000009102040,zcrm_1920545000003466001,Karn Sharma,Active,RAJPUT ENTERPRISES,Other,West 1,Rajput Enterprises Shiv Madir Road katora Talab,Raipur,492001,Rajput Enterprises Shiv Madir Road katora Talab,Raipur,492001,,,InBody270,,zcrm_1920545000000511027,zcrm_1920545000000097003,2018-07-13 22:54:20,2020-12-19 03:30:59,2021-06-08 19:53:25,Chhattisgarh,Chhattisgarh,Fitness
zcrm_1920545000009108019,zcrm_1920545000001670001,Anees Mukhtar,Active,ANNADA (Association for NutritioN And Development Action),,West 1,,,,"Radhakrishna House Ground Floor, Majiwade-Village Road Majiwade, Thane (West) 400601, Maharashtra, India",MUMBAI,,Stadiometer,,InBody570,,zcrm_1920545000001670001,zcrm_1920545000016756022,2018-07-13 15:17:19,2020-04-09 21:18:57,2020-11-20 21:07:48,,Maharashtra,Private Enterprise
zcrm_1920545000009115014,zcrm_1920545000002263009,Arun Sharma,Active,Harvinder Bal,,North,,,,,Patiala,,,,InBody570,,zcrm_1920545000002263009,zcrm_1920545000016756022,2018-07-13 18:53:36,2020-04-09 22:38:34,2021-05-21 14:39:37,,Punjab,Hospital
zcrm_1920545000009136010,zcrm_1920545000002263009,,Active,Commissioner Of Police Amritsar,,North,,,,,Amritsar,,,,InBody570,,zcrm_1920545000002263009,zcrm_1920545000002263009,2018-07-16 15:10:09,2018-07-16 15:10:09,2021-07-23 17:52:24,,Punjab,Military
zcrm_1920545000009141001,zcrm_1920545000008102001,Anees Mukhtar,Active,Medical Professional,,West 1,,,,Badlapur,MUMBAI,,Dr Kubal called in office to enquire about IB270.,,InBody570,,zcrm_1920545000008102001,zcrm_1920545000016756022,2018-07-16 17:59:25,2020-04-09 21:18:57,2021-05-21 14:39:37,,Maharashtra,Hospital
zcrm_1920545000009164010,zcrm_1920545000001530001,Mahesh Gulwani,Active,Nutri Essence,,West 2,"Excluzo Business Centre Union Heights, 202, Rahulraj Mall Lane, Maharana Pratap Rd, Vesu, Gujarat Surat, 395007.",,,"Excluzo Business center, U 202, Union Heights, Opp. Rahulraj Mall Lane, Piplod",Surat,,,,InBody570,,zcrm_1920545000001530001,zcrm_1920545000000097003,2018-07-17 02:47:20,2021-01-19 03:32:50,2021-07-23 17:52:44,,Gujarat,Fitness
zcrm_1920545000009175073,zcrm_1920545000008102001,Anees Mukhtar,Active,Life Republic,,West 1,,,,Hinjewadi,Pune,411057,Life republic is a new township by kolte patil developer. Its a huge township with all the best amenities inside the premises and have proposed them IB 570 in all the three gyms they have inside their premises in life republic,,InBody570,,zcrm_1920545000008102001,zcrm_1920545000016756022,2018-07-17 12:49:10,2020-04-09 20:58:20,2021-05-21 14:39:37,,Maharashtra,Others_Others Corporate
zcrm_1920545000009175121,zcrm_1920545000008102001,Anees Mukhtar,Active,AASTHA CHILDREN HOSPITAL,,West 1,,,,Central Bazar road,Nagpur,,he has used our machine at a gym in talwalkars and is looking one for his hospital in Nagpur. Will visit him once he is back on the 1st week of july,,InBody570,,zcrm_1920545000008102001,zcrm_1920545000016756022,2018-07-17 13:00:17,2020-04-09 20:58:20,2021-05-21 14:39:37,,Maharashtra,Hospital
zcrm_1920545000009197004,zcrm_1920545000000511027,,Active,Gold's Gym Rourkela Odisha,,East,,,,,Rourkela,,,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000000511027,2018-07-17 14:41:19,2018-07-17 14:41:19,2018-12-27 18:48:29,,Odisha,Fitness
zcrm_1920545000009206001,zcrm_1920545000003684080,Anees Mukhtar,Active,INS- Hamla,,West 1,,,,"Mudh Marve, Road, Malad West",Mumbai,400095,,,InBody570,,zcrm_1920545000003684080,zcrm_1920545000016756022,2018-07-17 18:55:01,2020-04-09 20:58:20,2021-05-21 14:35:36,,Maharashtra,Military
zcrm_1920545000009241020,zcrm_1920545000001670001,Anees Mukhtar,Active,Cloud 9 Gym,,West 1,,,,"3, New Link Rd, Royale Plaza Bldg, Above China Gate Restaurant, Andheri West, Mumbai, Maharashtra 400056",MUMBAI,,Tanita Buy Back to IB120,,InBody120,,zcrm_1920545000000511027,zcrm_1920545000016756022,2018-07-18 21:09:15,2020-04-09 20:58:20,2021-02-23 20:52:39,,Maharashtra,Fitness
zcrm_1920545000009247023,zcrm_1920545000000511027,,Active,Beyond Fitness,Customer,East,195B Shyamnagar Road Kolkata-700055,Kolkata,700055,195B Shyamnagar Road Kolkata-700055,Kolkata,700055,,,InBody120,,zcrm_1920545000000511027,zcrm_1920545000000097003,2018-07-18 22:17:55,2018-08-01 17:35:04,2021-05-24 20:58:09,West Bengal,West Bengal,Fitness
zcrm_1920545000009250005,zcrm_1920545000003684080,,Active,Nagpada Police Hospital,,West 1,,,,Nagpada Police Hospital,Mumbai,,,,InBody570,,zcrm_1920545000003684080,zcrm_1920545000003684080,2018-07-18 21:51:58,2018-07-18 21:51:58,2021-05-21 14:35:36,,Maharashtra,Hospital
zcrm_1920545000009274010,zcrm_1920545000003466001,Karn Sharma,Active,SAIRAM NAMMA VENTURES,,South,,,,"NO. 12/1 & 6/5, 2nd Floor, Sidhaganga plaza, Raghuvanahalli, kanakpura Main Road, Near yellamma Dasappa College,",Bangalore,560062,Apples Fitness New Franchise,,InBody570,,zcrm_1920545000003466001,zcrm_1920545000016756022,2018-07-19 16:39:08,2020-04-09 23:03:38,2021-07-23 17:52:24,,Karnataka,Fitness
zcrm_1920545000009279016,zcrm_1920545000001530001,Mahesh Gulwani,Active,Hero Motocorp Ltd.,,West 2,,,,"102, GIDC, Novariya, Halol Distt . Godhra",vadodara,389350,,,InBody570,,zcrm_1920545000001530001,zcrm_1920545000016756022,2018-07-19 22:14:10,2020-04-09 22:08:05,2021-05-24 21:06:12,,Gujarat,Others_Others Corporate
zcrm_1920545000009317001,zcrm_1920545000001670001,Anees Mukhtar,Active,Pradnya Sonawane,,West 1,,,,"Vikhroli Link Rd, Oberoi Splendor,",Mumbai,400060,Dietitian at Gym,,InBody570,,zcrm_1920545000001670001,zcrm_1920545000000097003,2018-07-20 20:08:37,2020-07-24 12:50:49,2021-07-23 17:52:26,,Maharashtra,Fitness
zcrm_1920545000009318065,zcrm_1920545000000097003,,Active,Youngsang Yoo Anna,,North,"11042, ATS One Hamlet,",Noida,201304,"11042, ATS One Hamlet,",Noida,201304,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-23 18:15:46,2018-09-26 03:14:59,2018-09-26 03:14:59,Uttar Pradesh,Uttar Pradesh,Others_etc
zcrm_1920545000009336045,zcrm_1920545000003684080,,Active,K J Somaiya Hospital,,West 1,,,,,Mumbai,,,,InBody570,,zcrm_1920545000003684080,zcrm_1920545000003684080,2018-07-23 15:02:59,2018-07-23 15:02:59,2021-07-23 17:52:24,,Maharashtra,Hospital
zcrm_1920545000009342022,zcrm_1920545000000097003,,Active,Positive Existence Personal Training India Pvt Ltd,,West 1,"1st Floor, A wing, Aditya Business center,",Pune IND,411048,"1st Floor, A wing, Aditya Business center,",Pune IND,411048,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-23 14:05:37,2018-10-04 20:25:56,2018-10-04 20:25:56,Maharashtra,Maharashtra,Others_Individual
zcrm_1920545000009343072,zcrm_1920545000000097003,,Active,Dr.Anita Merani,,West 1,Jyoti Ceramic Industries,Nasik,422007,Jyoti Ceramic Industries,Nasik,422007,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-23 18:07:34,2018-09-26 03:14:59,2021-07-23 17:52:44,Maharashtra,Maharashtra,Clinic
zcrm_1920545000009348010,zcrm_1920545000001670001,Anees Mukhtar,Active,AMBIKA ENTERPRISES,,West 1,"Plot Number 259, N-1 B-Sector,",Aurangabad,414003,"Plot Number 259, N-1 B-Sector, Prozone Mall Road,CIDCO, Aurangabad",Aurangabad,,,,InBody270,,zcrm_1920545000001670001,zcrm_1920545000000097003,2018-07-22 12:28:26,2020-07-24 12:50:49,2021-05-24 20:56:46,Maharashtra,Maharashtra,Others_Others Corporate
zcrm_1920545000009362010,zcrm_1920545000003466001,Karn Sharma,Active,Sriniwas Enterprises,,South,,,,,Bangalore,,Mr. Kalai has called for InBody770 for one of their medical Client for research segment in Southern India.(Bangalore),,InBody570,,zcrm_1920545000003466001,zcrm_1920545000016756022,2018-07-23 21:58:38,2020-04-09 23:03:38,2021-05-21 14:39:37,,Karnataka,Private Enterprise
zcrm_1920545000009375191,zcrm_1920545000000511027,Nasir,Active,M G Associates,,East,"Bora Service, Above Kalyan Jewellery 2nd floor",Guwahati,781011,"Bora Service, Above Kalyan Jewellery 2nd floor",Guwahati,781011,,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000016756022,2018-07-24 23:18:42,2020-04-09 22:51:45,2021-07-24 20:45:38,Assam,Assam,Private Enterprise
zcrm_1920545000009375306,zcrm_1920545000000511027,,Active,DNG Fitness,Customer,West 1,"1t Floor M/s DNG Fitness, Sheela Arcade, Bilaspur, CG 495001",Bilaspur,495001,"1t Floor M/s DNG Fitness, Sheela Arcade, Bilaspur, CG 495001",Bilaspur,495001,,,InBody120,,zcrm_1920545000000511027,zcrm_1920545000000097003,2018-07-25 16:31:44,2018-10-13 21:35:25,2021-05-24 17:51:37,Chhattisgarh,Chhattisgarh,Fitness
zcrm_1920545000009400108,zcrm_1920545000003466001,Karn Sharma,Active,Yashmaxx Fitness,,South,"No. 29, Singanayakana Halli, Doddaballapur Main Road, Yelahanka
Karnataka
Bangalore, 560064",,,"No. 29, Singanayakana Halli, Doddaballapur Main Road, Yelahanka",Bangalore,560064,"Lead generated by Eshan from Dore Fitness visit from 2 days back in Bangalore. Client is starting up new Gym and has used InBody in Dore fitness, therefore it was required to close ASAP.",,InBody570,,zcrm_1920545000003466001,zcrm_1920545000016756022,2018-07-24 22:34:36,2020-04-09 23:03:38,2021-07-23 17:52:40,,Karnataka,Fitness
zcrm_1920545000009421010,zcrm_1920545000001530001,Mahesh Gulwani,Active,Aditya Marketing,,West 2,,,,"Revathi, Plot no 398, ward 2b, Adipur, Gandhidham",gandhidham,,,,InBody570,,zcrm_1920545000001530001,zcrm_1920545000016756022,2018-07-25 14:36:51,2020-04-09 22:08:05,2021-07-23 17:52:24,,Gujarat,Fitness
zcrm_1920545000009430007,zcrm_1920545000000097003,,Active,Pranutan Bahl,,West 1,"31/32 Sagar Sangeet,",Mumbai,400005,"31/32 Sagar Sangeet,",Mumbai,400005,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-25 17:57:23,2018-09-26 03:14:59,2018-09-26 03:14:59,Maharashtra,Maharashtra,Others_etc
zcrm_1920545000009457360,zcrm_1920545000000511027,,Active,AIM Fitness,,West 1,,,,,Raipur,,,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000000511027,2018-07-25 20:59:37,2018-07-25 20:59:37,2019-01-14 03:12:58,,Chhattisgarh,Fitness
zcrm_1920545000009458019,zcrm_1920545000002263009,,Active,Personal,,North,,,,,Jammu,,,,InBody570,,zcrm_1920545000002263009,zcrm_1920545000002263009,2018-07-25 20:03:39,2018-07-25 20:03:39,2019-01-03 14:56:28,,Jammu and Kashmir,Others_Individual
zcrm_1920545000009458069,zcrm_1920545000002263009,,Active,VNV FITNESS PRIVATE LIMITED,,North,"VNV fitness Pvt Ltd
High Street, Parmpara 2, Ram Ganga vihar,",Moradabad,244001,Gulal Gali Rati Street,Moradabad,244001,,,InBody570,,zcrm_1920545000002263009,zcrm_1920545000000097003,2018-07-25 20:13:10,2020-08-29 20:17:56,2021-05-24 14:22:10,Uttar Pradesh,Uttar Pradesh,Fitness
zcrm_1920545000009458122,zcrm_1920545000002263009,,Active,Gap Global Exim LLP,Customer,North,113/138/139 2nd and 3rd Floor Swaroop Nagar,Kanpur,208002,133/243-B Transport Nagar,Kanpur,208023,,,InBody120,,zcrm_1920545000002263009,zcrm_1920545000000097003,2018-07-25 20:51:54,2021-01-05 03:57:29,2021-05-24 20:54:29,Uttar Pradesh,Uttar Pradesh,Fitness
zcrm_1920545000009511001,zcrm_1920545000001530001,Mahesh Gulwani,Active,Athelocross,,West 2,,,,,,,,,InBody570,,zcrm_1920545000001530001,zcrm_1920545000016756022,2018-07-26 14:40:15,2020-04-09 22:08:05,2021-05-21 14:40:26,,,Others_etc
zcrm_1920545000009520008,zcrm_1920545000000366006,Anees Mukhtar,Active,Golds gym satara road,,West 1,,,,,Pune,,They are already users of InBody 230 and now they want to exchange their InBody 230 device with a new one .,,InBody570,,zcrm_1920545000000366006,zcrm_1920545000000097003,2018-07-26 16:57:55,2020-07-29 11:16:42,2021-07-23 17:52:44,,Maharashtra,Fitness
zcrm_1920545000009562010,zcrm_1920545000001530001,Mahesh Gulwani,Active,ALLTIME FITNESS - GANDHIDHAM,,West 2,,,,"Rayson Arcade, Above HDFC Bank, Oslo Road,",Gandhidham,,,,InBody570,,zcrm_1920545000001530001,zcrm_1920545000016756022,2018-07-27 15:25:15,2020-04-09 22:07:36,2021-05-21 14:35:36,,Gujarat,Fitness
zcrm_1920545000009567017,zcrm_1920545000000097003,,Active,JKRN TRADING PVT LTD,,South,NO 102 LAKSHMI LAYOUT VITTASANDRA,BANGLORE,560068,NO 102 LAKSHMI LAYOUT VITTASANDRA,BANGLORE,560068,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-27 19:30:11,2018-07-27 19:30:11,2018-07-27 19:30:13,Karnataka,Karnataka,Others_Others Corporate
zcrm_1920545000009596034,zcrm_1920545000000097003,,Active,N S Gaikwad Fitness Club,,West 1,"1st Floor NSG IT Park,",Pune,411007,"1st Floor NSG IT Park,",Pune,411007,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-30 15:35:53,2020-07-03 03:32:37,2020-07-03 03:32:37,Maharashtra,Maharashtra,Fitness
zcrm_1920545000009600008,zcrm_1920545000000366006,Anees Mukhtar,Active,Fitness Innovation,,West 1,,,,,Pune,,They are coming up with a new gym in pune and they want to have a BCA machine in their gym so I have shared the InBody 270 details with them and now they would like to have a quotation so that they can submit it to the bank for loan .,,InBody570,,zcrm_1920545000000366006,zcrm_1920545000016756022,2018-07-28 13:39:08,2020-04-09 20:58:20,2020-04-09 20:58:20,,Maharashtra,Fitness
zcrm_1920545000009603024,zcrm_1920545000000097003,,Active,Zest Fitness Studio,,South,"No. 257, 2nd & 3rd Floor, Himagiri Nilaya, 14th Main Road,",Bengaluru,560102,"No. 257, 2nd & 3rd Floor, Himagiri Nilaya, 14th Main Road,",Bengaluru,560102,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-07-30 14:30:56,2018-09-26 03:14:59,2018-09-26 03:14:59,Karnataka,Karnataka,Fitness
zcrm_1920545000009603121,zcrm_1920545000001530001,Mahesh Gulwani,Active,Athlecross Fitness & Wellness LLP.,Customer,West 2,"SF 31-37 Monarch, Gaurav",Surat,394510,"SF 31-37 Monarch, Gaurav",Surat,394510,,,InBody370S,,zcrm_1920545000000097003,zcrm_1920545000016756022,2018-07-30 21:32:03,2020-04-09 22:07:36,2021-05-24 20:55:35,Gujarat,Gujarat,Fitness
zcrm_1920545000009686010,zcrm_1920545000003466001,Karn Sharma,Active,INSPIRING FITNESS SERVICES OPC PVTLTD,,South,,,,"42081, DLF Garden city, Chemmenchery, Thalambur",Chennai,,,,InBody570,,zcrm_1920545000003466001,zcrm_1920545000016756022,2018-08-01 15:43:29,2020-04-09 23:03:38,2021-05-21 14:39:37,,Tamil Nadu,Fitness
zcrm_1920545000009770004,zcrm_1920545000000511027,Nasir,Active,Agnes gym,,East,,,,,Guwahati,,,,InBody570,,zcrm_1920545000000511027,zcrm_1920545000016756022,2018-08-02 22:02:52,2020-04-09 22:51:45,2021-05-21 14:39:37,,Assam,Fitness
zcrm_1920545000009817066,zcrm_1920545000003466001,Karn Sharma,Active,Rajapushpa Properties Pvt.Ltd.,,South,"Plot No. 34, 4th Floor, Silicon Valley, Madhapur",Hyderabad,,"Plot No. 34, 4th Floor, Silicon Valley, Madhapur",Hyderabad,,,,InBody570,,zcrm_1920545000003466001,zcrm_1920545000016756022,2018-08-04 17:52:23,2020-04-09 23:03:38,2021-03-17 23:21:53,,Telangana,Fitness
zcrm_1920545000009847052,zcrm_1920545000000097003,,Active,Healthworks india,,West 1,"Thane west
Flower valley complex,
Tower no.1,basement,",Thane,400602,"Thane west
Flower valley complex,
Tower no.1,basement,",Thane,400602,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-08-06 18:02:38,2018-08-06 20:00:55,2018-08-06 20:00:58,Maharashtra,Maharashtra,Private Enterprise
zcrm_1920545000009857010,zcrm_1920545000001284001,Shubham Tonk,Active,Alltime Fitness Pvt. Ltd.,,North,"JAIPURIA PLAZA SHOP NO-301, 302, 303, 304, 312, PLOT NO-68-A,BLOCK-D
FIRST FLOOR, SECTOR-26, NOIDA, GAUTAM BUDH NAGAR, NOIDA
Uttar Pradesh
Noida, 201301",,,"2nf floor jaipuria Plaza, sec-26",Noida,,meetings done the client is interested in InBody 120/270. will try to convince for 270.,,InBody570,,zcrm_1920545000001284001,zcrm_1920545000000097003,2018-08-04 16:56:57,2020-07-29 11:16:42,2021-06-02 14:28:25,,National Capital Territory of Delhi,Fitness
zcrm_1920545000009902001,zcrm_1920545000003466001,Karn Sharma,Active,Centre for Developmental Education,Customer,South,"8P & 9P, KIADB Industrial Area, Electronics City Phase I",Bangalore,,"8P & 9P, KIADB Industrial Area, Electronics City Phase I",Bangalore,,It was IFIM institution but on client's request Mr Karn Sharma has requested to change the name of the client.,,InBody120,,zcrm_1920545000003466001,zcrm_1920545000016756022,2018-08-07 19:09:38,2020-04-09 23:03:18,2021-05-24 20:52:07,,Karnataka,Academic
zcrm_1920545000009904008,zcrm_1920545000000366006,,Active,Nitin Cotton Industries,,West 1,"Nitin Cotton Industries INDRAPRASHTA 52, NEAR FORTUNE ESTATE, HADAPSAR MAHARASHTRA PUNE, 411028.",,,,pune,,,,InBody570,,zcrm_1920545000000366006,zcrm_1920545000000097003,2018-08-08 00:35:11,2018-11-23 15:46:34,2021-05-24 15:01:51,,Maharashtra,Fitness
zcrm_1920545000009917001,zcrm_1920545000000097003,,Active,Panjatan Khan,,West 1,"Progrossive empress chs Plot no 17 F.53, Sector 5",NAVI MUMBAI,400709,"Progrossive empress chs Plot no 17 F.53, Sector 5",NAVI MUMBAI,400709,,,InBody570,,zcrm_1920545000000097003,zcrm_1920545000000097003,2018-08-09 15:04:28,2018-09-21 19:15:43,2018-09-21 19:15:43,Maharashtra,Maharashtra,Others_etc
zcrm_1920545000010014001,zcrm_1920545000001670001,Anees Mukhtar,Active,Zorba Renaissance Pvt Ltd,,West 1,"Vijaya Bnk and Canara Bank Bldg No.50, Hill Road, Ranwar,Opp to Holy Family Hospital, Bandra West,",,,"9th floor, Gee Gee Emerald Complex Sterling Road,  Nungambakkam  Chennai - 600034 Tamilnadu",MUMBAI,,Lead shared by Yo Active.,,InBody570,,zcrm_1920545000001670001,zcrm_1920545000016756022,2018-08-11 02:31:38,2020-04-09 20:58:20,2021-07-23 17:52:40,,Maharashtra,Fitness
